"FID","FID.1","mean","sd","skewness","kurtosis"
"234",234,0.619609929945855,0.0881809710232178,-0.569242627580423,0.0613552682452432
"235",235,0.46804659070309,0.0943885193555675,-0.0793083939145787,-0.334528179420932
"236",236,0.56677282100556,0.0972504976708655,-0.469121901748831,0.121159717582686
"237",237,0.541071394472379,0.0778402995356276,-0.252281548703397,-0.0675915259911295
"238",238,0.541293487648239,0.0823129302824112,-0.399147195529208,-0.143457060531435
"239",239,0.423979319943616,0.095886530496859,0.0507027118788798,-0.220053690907613
"240",240,0.448786018168259,0.0864467569055219,-0.0516423654090321,-0.370107867575887
"241",241,0.42096108985092,0.123861170528513,0.0584464682344612,-0.805353891875103
"242",242,0.572472362468755,0.104725931261714,-0.434027154112714,-0.233003332332653
"243",243,0.536399784589085,0.10608611986153,-0.343201771409971,-0.392915064491059
"244",244,0.539619263098185,0.137894347393586,-0.218787539160614,-0.716055125653193
"245",245,0.611032586163354,0.0961802707064875,-0.746247831172647,0.0882392965643892
"246",246,0.50601539199275,0.0932985317587925,-0.241157427919921,-0.214480225844374
"247",247,0.411559679273857,0.128450458152729,0.322255363864007,-0.715196048410754
"248",248,0.64883124338276,0.0839446625457259,-0.633141672620438,0.0230117302948942
"249",249,0.552316242532035,0.0742087795513811,-0.421725637978224,0.514659533740967
"250",250,0.583722236751636,0.0790164175551698,-0.176115202055201,-0.283445990028247
"251",251,0.754147143081671,0.0626635765038624,-1.35255428395865,2.51941217035235
"252",252,0.657512757906454,0.0782551269702973,-0.641613276543086,0.240645433217624
"253",253,0.617313605858552,0.079160758720662,-0.452909237304298,-0.0539402918603287
"254",254,0.601439179618387,0.0990738003412787,-0.819296270829943,1.43441119698037
"255",255,0.642651109781139,0.073218660040946,-0.666309759419033,0.69986443133671
"256",256,0.623937201954794,0.0893278636191242,-0.447703820139111,-0.0989964142733517
"257",257,0.661111954617888,0.0952257185568677,-0.68464120239852,0.0820668966227283
"258",258,0.616142756178338,0.115880245990265,-0.578210563323902,-0.195798419423112
"259",259,0.505187120197111,0.137824543892095,-0.401163185338946,-0.592283860787867
"260",260,0.704223648969889,0.0702036707838166,-1.08684080228797,2.33808458974814
"261",261,0.592584274658763,0.0777610102538103,-0.401081892324301,0.0892983725718564
"262",262,0.658744764251173,0.073355626295773,-0.833282307058598,1.09661460440829
"263",263,0.610048799783899,0.0816355929525786,-0.505976546262976,-0.0989945866264685
"264",264,0.579432193492328,0.0880093814436407,-0.303819917268946,-0.380273106260256
"265",265,0.630378726781624,0.0672247474217022,-0.539733375505806,0.202038908803387
"266",266,0.62003869559695,0.0836803555208444,-0.543625877001674,0.174833658486793
"267",267,0.646368320550448,0.0785674185062615,-0.657539208140003,0.573396565862217
"268",268,0.580748746284873,0.0930241160262597,-0.524525439656306,-0.149897592115155
"269",269,0.650995225856506,0.0694927871989555,-0.462812931769837,-0.00227942222252553
"270",270,0.533758508280689,0.123393027069196,-0.289541148015204,-0.732394869581508
"271",271,0.628573234709551,0.0771760839460974,-0.671912173709308,0.306643975016032
"272",272,0.573533355213239,0.0881613801658173,-0.359277342756238,-0.239952192379975
"273",273,0.657154919945148,0.079973391110092,-0.782301361222349,0.851475425242664
"274",274,0.565641214978796,0.115516536600028,-0.494615928634093,-0.378881285167662
"275",275,0.541487528669174,0.0955988699905639,-0.377570912842698,-0.277356581583414
"276",276,0.571093339071982,0.0836125313081961,-0.32847304595818,0.103918103209251
